t,Hip_pos_msr,Hip_vel_msr,Hip_tau_msr,Knee_pos_msr,Knee_vel_msr,Knee_tau_msr,Hip_pos_des,Hip_vel_des,Hip_tau_des,Knee_pos_des,Knee_vel_des,Knee_tau_des,phase::i,base_height_msr::i,base_height_est::i
0.0,1.431395822695789,0.41383134297080043,0.0,-2.111668365223449,-0.6307466563985681,0.0,0.0,0.0,15.859527305117604,0.0,0.0,-19.225347813290064,STAGING,6.92624732236815e-310,6.92624732236657e-310
0.007692575454711914,1.4374358720480886,1.2313793899056589,0.0,-2.117468730077642,-0.9474202027800155,0.0,0.0,0.0,-0.00997614742731559,0.0,0.0,0.09504080192026149,STAGING,6.92624732236815e-310,6.92624732236657e-310
0.015397071838378906,1.4461124508795669,0.8049419999224009,-0.05772014334797859,-2.127455521747601,-1.227506144592302,0.0912780612707138,0.0,0.0,-0.321681104383069,0.0,0.0,0.30558085879872116,STAGING,3.0294295e-316,3.02979e-316
0.02308964729309082,1.4498834557742,0.40878397131036825,-0.30943888425827026,-2.1357806257330267,-1.173255056473866,0.24198471009731293,0.0,0.0,-0.28919225453435193,0.0,0.0,0.5355049547344951,STAGING,3.0294295e-316,3.02979e-316
0.030782699584960938,1.4551085778329353,0.8024181970587385,-0.5126456022262573,-2.1442255719675063,-0.9448961190360818,0.48667746782302856,0.0,0.0,-0.21182589979170635,0.0,0.0,0.5833053465441088,STAGING,-1.473801753625381,0.0
0.03847527503967285,1.4627146283240398,1.0673641304917625,-0.1419060379266739,-2.150529274267724,-0.7468174792370937,0.652015209197998,0.0,0.0,-0.3873925101623066,0.0,0.0,0.5451303939355328,STAGING,-1.4820185709809528,0.0
0.04616808891296387,1.468099477630342,0.4289698533219497,-0.2439565807580948,-2.1562017449717543,-0.7266311759051055,0.5412527918815613,0.0,0.0,-0.5505428455943623,0.0,0.0,0.502824394737996,STAGING,-1.4902348790349245,0.0
0.05386066436767578,1.4689144049239062,0.08075477496051917,-0.5429219007492065,-2.161802310326353,-0.8099000048432069,0.4912838041782379,0.0,0.0,-0.41825790481274294,0.0,0.0,0.5437834794082768,STAGING,-1.4984511870888966,0.0
0.0615534782409668,1.4722220509977846,0.8352207059063268,-0.5063193440437317,-2.1679382334778956,-0.8818146233242965,0.5766295790672302,0.0,0.0,-0.3227575815335206,0.0,0.0,0.6358229820687142,STAGING,-1.5066993264928379,0.0
0.06924629211425781,1.4803074704851031,0.9538153784218935,-0.3046276867389679,-2.1739782828301952,-0.70266024498533,0.5683772563934326,0.0,0.0,-0.5854814676299247,0.0,0.0,0.7270035996731439,STAGING,-1.5149156345468104,0.0
