time,phase,pitch_pos,phase,yaw_pos,Hip,Knee,pitch_vel,yaw_vel,Hip_vel,Knee_vel
0.000000000000000000e+00,STAGING,-0.000000000000000000e+00,-0.000000000000000000e+00,1.165777461893465761e+00,-2.111612376422719706e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.851395864654425738e-01,-7.316689040095591956e-01
7.692813873291015625e-03,STAGING,-9.108010923999931840e-04,-1.018659116502895756e-04,1.168989234168101410e+00,-2.118555362220232219e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.510176919457074662e-01,-1.203524399782084364e+00
1.539206504821777344e-02,STAGING,-1.797633735000025990e-03,-2.516687229001668413e-04,1.175029283520401036e+00,-2.131034872670505731e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.402647538168828145e-01,-1.452069640551856722e+00
2.308464050292968750e-02,STAGING,-2.744387502100043008e-03,-3.655188594500202726e-04,1.179934857457246133e+00,-2.140814000193276723e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.308305459729055542e-01,-1.274176555070800410e+00
3.077721595764160156e-02,STAGING,-3.787015068400012563e-03,-4.194478715002780689e-04,1.183018735581719882e+00,-2.149834189223212899e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.614973667392741730e-01,-8.111502029304039629e-01
3.847575187683105469e-02,STAGING,-4.973453333500021945e-03,-5.992112449999531520e-04,1.186566066153705412e+00,-2.154499985035193799e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.551317212244354371e-01,-7.455446702880634824e-01
4.621958732604980469e-02,STAGING,-6.495449895800031737e-03,-8.089351807503142311e-04,1.191072134718119457e+00,-2.160492097487872076e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.996196211283603361e-01,-8.275516446077122446e-01
5.391216278076171875e-02,STAGING,-6.998787341600032352e-03,-1.036635453850021094e-03,1.193453063150488269e+00,-2.166628020639414398e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.346731961548616519e-01,-9.297453435797560228e-01
6.160497665405273438e-02,STAGING,-7.813714634800017489e-03,-1.402154313300041366e-03,1.193948348695405004e+00,-2.175088883422596542e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.170100871126148523e-01,-1.005444449208497293e+00
6.929779052734375000e-02,STAGING,-8.221178281400010057e-03,-1.713744160700247932e-03,1.196808646123988185e+00,-2.181871954719027951e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.156909121006713947e-01,-9.284829740141393728e-01
7.699060440063476562e-02,STAGING,-8.364988980199994373e-03,-2.139184144650307928e-03,1.199285354728842901e+00,-2.189174280010187434e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.463577211636954145e-01,-6.383032719619378126e-01
8.468317985534667969e-02,STAGING,-8.976184450100010981e-03,-2.468750329400304366e-03,1.198118858962469169e+00,-2.193256968379116767e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.734414153567653938e-01,-4.377013910598297475e-01
9.240436553955078125e-02,STAGING,-9.395632321600011494e-03,-2.828277076400098622e-03,1.196153446077990568e+00,-2.196388783403211864e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.110186059934149955e-01,-3.266765120736908612e-01
1.000976562500000000e-01,STAGING,-9.527458795500043376e-03,-3.409511984050261901e-03,1.196441067475719100e+00,-2.198082678692178327e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.570540787982685260e-02,-2.635941737210919511e-01
1.077902317047119141e-01,STAGING,-9.803095968200004062e-03,-3.900865204950143550e-03,1.195961698479504953e+00,-2.200910955769842747e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.917640299815714655e-01,-2.610706517377007208e-01
1.154830455780029297e-01,STAGING,-9.803095968200004062e-03,-4.416186875650041088e-03,1.195274665336102604e+00,-2.203699160595479434e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.463446368243944695e-01,-4.175152281679770927e-01
1.231756210327148438e-01,STAGING,-9.767143293500035739e-03,-4.841626859600101085e-03,1.193580863673893155e+00,-2.205888341429362853e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.917640416849161200e-01,-1.778020217564581507e-01
1.308681964874267578e-01,STAGING,-9.910953992300020055e-03,-5.225122056400355319e-03,1.191263882316605072e+00,-2.206527437673143854e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.614844930601766482e-01,-3.145082520739624771e-02
1.385612487792968750e-01,STAGING,-1.023452806460001252e-02,-5.572664578500141630e-03,1.187956236242726726e+00,-2.205944330230092287e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.292263691710362261e-01,9.849899988442517573e-02
1.462538242340087891e-01,STAGING,-1.034238608870002851e-02,-5.830325413850090399e-03,1.182315692262857931e+00,-2.205249245185581852e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.418431364471785860e-01,9.345231286965408057e-02
1.539466381072998047e-01,STAGING,-1.060603903650003677e-02,-6.459497221100285458e-03,1.177106580379581935e+00,-2.205281078282986584e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.220440701467855937e-01,1.018355488307956698e-02
1.623008251190185547e-01,STAGING,-1.027048073930003635e-02,-6.932874104650377234e-03,1.175844210813965285e+00,-2.205281078282986584e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.690672890054929489e-01,1.136387624934502710e-01
1.699955463409423828e-01,STAGING,-9.946906667000043889e-03,-7.436211550450266827e-03,1.175700400115101019e+00,-2.205305046732797258e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.043806802242675580e-01,-7.560853344461777870e-02
