X,Y,Z,x_park
-8.308881308461954496e-03,-1.131231604247937117e+00,5.239922222020632070e-04,-8.416583640523410403e-03
-1.017419780466091370e-02,-1.132831275728271914e+00,-1.269563393904910020e-03,-1.029143410301966953e-02
-3.652365384434447249e-03,-1.138790170812573388e+00,9.182732525416431590e-03,-3.675205663192242407e-03
-2.243850752556859202e-03,-1.140534545444275905e+00,1.077937971087924995e-02,-2.254434337359292016e-03
6.269756471660642427e-03,-1.148217315713426334e+00,2.962284180184954208e-02,6.257125881045274597e-03
1.173358162788671298e-02,-1.151474771672475139e+00,3.841104816244744757e-02,1.167652916910520526e-02
2.201112993107312912e-02,-1.154002883318738570e+00,4.655038967826841123e-02,2.185422517137259463e-02
3.187597240173276059e-02,-1.157219461918514103e+00,5.776112831737717501e-02,3.155662419595169077e-02
4.116145087373634937e-02,-1.160438207641029562e+00,7.018656551985569259e-02,4.062929105308535349e-02
5.135511542475318381e-02,-1.164038930851964970e+00,8.497463150266859611e-02,5.052278695899967143e-02
6.348398649786557435e-02,-1.166409459520485026e+00,9.767523161401750476e-02,6.230709466715910611e-02
7.487248453264552794e-02,-1.168369921431251512e+00,1.090526159587345278e-01,7.333327271139772341e-02
8.751679881524049298e-02,-1.169123151190393894e+00,1.177946448490230225e-01,8.561986898858534034e-02
9.903515973723817090e-02,-1.170418213632583582e+00,1.287659136879583943e-01,9.673144769263064546e-02
1.121818848312620548e-01,-1.172138607534686239e+00,1.428118605381988593e-01,1.093391270510109536e-01
1.264033392290078162e-01,-1.173019151385567893e+00,1.557187425416455828e-01,1.230080298145268120e-01
1.386014580657584649e-01,-1.173541880337691357e+00,1.667467331776062434e-01,1.347145899718307782e-01
1.494866845241611952e-01,-1.174142776988863934e+00,1.783385268009266555e-01,1.451122300934456488e-01
1.597394309446634186e-01,-1.174171571991381224e+00,1.877829622095068263e-01,1.549441307659955580e-01
1.720771501851644236e-01,-1.174282711565509896e+00,1.997127429299244139e-01,1.667335979850788352e-01
1.836820489653377964e-01,-1.174142355367320922e+00,2.108882212207170426e-01,1.778249678462895111e-01
1.931105052447684989e-01,-1.173898763954220437e+00,2.203431723954575316e-01,1.868338372185888163e-01
2.045438096346257062e-01,-1.173335784631507561e+00,2.307141920559264148e-01,1.977762575928845024e-01
2.152592817429810901e-01,-1.172793468235309611e+00,2.412769293547432636e-01,2.080107768859479067e-01
2.231887095324718295e-01,-1.172525533832466493e+00,2.510662235107921081e-01,2.155449741274696185e-01
2.324596795490297962e-01,-1.171774541361945809e+00,2.601054754812036629e-01,2.244159767813367345e-01
2.402088056839670749e-01,-1.171037886265106742e+00,2.674085588507020828e-01,2.318396637363163704e-01
2.482262409935047931e-01,-1.170204244684741601e+00,2.747822254875028070e-01,2.395236779676568895e-01
2.556394739770301849e-01,-1.169404252480594097e+00,2.819509109288976245e-01,2.466249078719935095e-01
2.622428619583891951e-01,-1.168630721885011603e+00,2.886376615821982239e-01,2.529551530038021689e-01
2.688323108946815143e-01,-1.167798012036536326e+00,2.947829949615680123e-01,2.592778029247648219e-01
2.748166304475846422e-01,-1.166949763932805917e+00,3.003084082381741737e-01,2.650338992616470546e-01
2.811542623101782046e-01,-1.166029684790863330e+00,3.059609867403474404e-01,2.711289834605864479e-01
2.872028782484826737e-01,-1.164956236550195312e+00,3.100887554879268038e-01,2.769851643477009295e-01
2.933868791610696469e-01,-1.163824843035889511e+00,3.143014154285188599e-01,2.829762444439096747e-01
2.994880718549939869e-01,-1.162656122461407815e+00,3.182939114720532148e-01,2.888955401779523258e-01
3.046800924783453213e-01,-1.161686112189318720e+00,3.221476252096768800e-01,2.939238092301862393e-01
3.107172450708570177e-01,-1.160430626260382292e+00,3.255812109535826671e-01,2.997980284510472493e-01
3.166531102101768358e-01,-1.159139417475670397e+00,3.286859624349337539e-01,3.055846415950371209e-01
3.216923062266400235e-01,-1.157957724162173241e+00,3.306794290637767308e-01,3.105165637297925274e-01
3.279445179447576519e-01,-1.156408761350690595e+00,3.328249749809605307e-01,3.166547992016210955e-01
3.343054249437898973e-01,-1.154750494891955137e+00,3.346284182613749603e-01,3.229193210614521026e-01
3.382639962201440809e-01,-1.153708767002380897e+00,3.359237729331280842e-01,3.268196194328801818e-01
3.453279970125023302e-01,-1.151825657386786883e+00,3.382650292938644832e-01,3.337843485466501225e-01
3.512890537379240730e-01,-1.150125076206027774e+00,3.394274792719927381e-01,3.396906594363438558e-01
3.572132888880562573e-01,-1.148397247379153496e+00,3.404842583355085495e-01,3.455700530570491313e-01
3.625193147032679808e-01,-1.146767360792495971e+00,3.409409358301804804e-01,3.508586666691146938e-01
3.684206602520792018e-01,-1.144888306994376048e+00,3.410247683513335515e-01,3.567595181207711130e-01
3.739607200113798102e-01,-1.143080673858458240e+00,3.409020302425260773e-01,3.623118712808394704e-01
3.788492070292740488e-01,-1.141445501277034591e+00,3.405982089812621405e-01,3.672232257084366291e-01
3.846495589064637399e-01,-1.139459318965041712e+00,3.400719813774400468e-01,3.730648403754159292e-01
3.896587962019418261e-01,-1.137713302990139397e+00,3.395731391147768230e-01,3.781194199081418517e-01
3.953885354877566538e-01,-1.135616960687208188e+00,3.382421833204173334e-01,3.839323856935730750e-01
4.011178267693481514e-01,-1.133479506039106965e+00,3.368505361799024600e-01,3.897589461609194394e-01
4.068031527496616118e-01,-1.131240069510667245e+00,3.346056054556089121e-01,3.955799714192576588e-01
4.118823122571745876e-01,-1.129252684467068502e+00,3.330500129284997834e-01,4.007775343318521477e-01
4.174562047680825394e-01,-1.126958987775771970e+00,3.304944670811031382e-01,4.065199505165948413e-01
4.230923925977625455e-01,-1.124625022015667053e+00,3.281249516643540698e-01,4.123335453068158740e-01
4.285902091701040972e-01,-1.122233688500609894e+00,3.250559597760607211e-01,4.180453011459317469e-01
4.333544549648532529e-01,-1.120093436795804420e+00,3.220666064512053284e-01,4.230204536361220624e-01
4.389949905186648627e-01,-1.117495684219465213e+00,3.183841596572251076e-01,4.289359194660744001e-01
4.446919737645224635e-01,-1.114785733832128090e+00,3.143027989135170341e-01,4.349446316938570534e-01
4.501327111485737276e-01,-1.112144524193339201e+00,3.103223805244562650e-01,4.407059249416847013e-01
4.548476521969765374e-01,-1.109752411115334514e+00,3.063286643635991235e-01,4.457392392583888197e-01
4.601014909951915977e-01,-1.106976489017218901e+00,3.013842641787379817e-01,4.513925380475184990e-01
4.628550353139643248e-01,-1.105554007928944982e+00,2.992208949546388830e-01,4.543455605869105018e-01
4.702940487425792959e-01,-1.101396300418954644e+00,2.914968711940181811e-01,4.624477324748438867e-01
4.757037777875184892e-01,-1.098261862466260563e+00,2.856374009349572640e-01,4.683896382791810087e-01
4.814293105168749309e-01,-1.094767929255931804e+00,2.787289054324042503e-01,4.747543404402449485e-01
4.851407469916262927e-01,-1.092415616232037312e+00,2.739632692429719296e-01,4.789192380998001375e-01
4.903004931049774751e-01,-1.089079231868125275e+00,2.673251269819802989e-01,4.847428764059223960e-01
4.955003541790303223e-01,-1.085652370462333538e+00,2.607105743968831657e-01,4.906466444152620676e-01
5.000529894986753821e-01,-1.082467128803917600e+00,2.542171471042839470e-01,4.958978915349134819e-01
5.051150774212552763e-01,-1.078828560248616286e+00,2.468870655428901939e-01,5.017864450989142355e-01
5.098264265139267337e-01,-1.075162168066485346e+00,2.389957458355537190e-01,5.073926945956110934e-01
5.145652124420309059e-01,-1.071350481839360436e+00,2.308695075967849564e-01,5.130956396088163229e-01
5.187953656228254662e-01,-1.067819899762632696e+00,2.234017569028898531e-01,5.182517019535443081e-01
5.235806113638317161e-01,-1.063720939093790729e+00,2.149098875208108050e-01,5.241431097839239772e-01
5.282113032598138025e-01,-1.059534045904927613e+00,2.061567884448825827e-01,5.299541897828611292e-01
5.321067508529698786e-01,-1.055754140873149671e+00,1.980338142370249854e-01,5.349678510699088507e-01
5.365725434413005646e-01,-1.051352080543515255e+00,1.888997063550860722e-01,5.407628500114627368e-01
5.409357659196716295e-01,-1.046740993979869527e+00,1.791787886550365028e-01,5.465811532665345585e-01
5.452755867639785814e-01,-1.041938363658453381e+00,1.691775282806531888e-01,5.524864944244051168e-01
5.489968023370597194e-01,-1.037606022826707441e+00,1.602130182424231775e-01,5.576658690372698901e-01
5.530409523446118136e-01,-1.032539754608314153e+00,1.496380358085578899e-01,5.634809569641583415e-01
5.570234180825155423e-01,-1.027433029431182421e+00,1.393215700859784523e-01,5.692872226573728600e-01
5.604128539194902503e-01,-1.022617233550927152e+00,1.293582652808748790e-01,5.744708631794019915e-01
5.641669888507623298e-01,-1.017045361042139939e+00,1.180669008824851152e-01,5.803529168901750968e-01
5.677573258384368549e-01,-1.011291593719587434e+00,1.064660315066227186e-01,5.862127864448193337e-01
5.711388859361411496e-01,-1.005373890943742854e+00,9.456349556184215355e-02,5.920060543140933662e-01
5.740867391021722277e-01,-1.000070976462894778e+00,8.421182351201145222e-02,5.971561226494059849e-01
5.774249379965746831e-01,-9.936541771647220411e-01,7.184864701237027307e-02,6.032281963536167968e-01
5.804953925592744035e-01,-9.870765075441347847e-01,5.920046074010260062e-02,6.091920004244207876e-01
5.829609696301648603e-01,-9.811030356977931133e-01,4.770164737129023447e-02,6.143666063078596640e-01
5.857419070146800966e-01,-9.742254452781939911e-01,3.491276390160251430e-02,6.203181552378510544e-01
5.882838512328345537e-01,-9.670370629390108164e-01,2.159196160937226772e-02,6.262734352649642622e-01
5.907997520369389077e-01,-9.595656072215983379e-01,8.150848714157735153e-03,6.324079924971095501e-01
5.928697789160847220e-01,-9.527700721920521199e-01,-3.867834061770825116e-03,6.378462402199795989e-01
5.964199613593709204e-01,-9.438328726866178631e-01,-1.742690311843804463e-02,6.457862264784728357e-01
5.962440659765934070e-01,-9.415238979384156215e-01,-1.930209973645422017e-02,6.469016114116802330e-01
5.971189188081076349e-01,-9.435954287247997341e-01,-7.519028558151633068e-03,6.465227448820828338e-01
6.018018425774008806e-01,-9.404975946809117637e-01,-4.801977020228220816e-03,6.522840547803170352e-01
6.057959628121167839e-01,-9.384665238763753026e-01,-1.328278361241261307e-03,6.568584902755200128e-01
6.065937972482433604e-01,-9.337930912743399592e-01,-9.795460456715067432e-03,6.601566242333842816e-01
6.137573984416716533e-01,-9.276329186696276041e-01,-1.223002927863995476e-02,6.698028931889545845e-01
6.129777033023172672e-01,-9.279165761307310856e-01,-1.119384874041932237e-02,6.689715920500731716e-01
6.094991957571267438e-01,-9.310078715744085631e-01,-7.955680131739237271e-03,6.642281019804623377e-01
6.115398335558009935e-01,-9.301485390139466736e-01,-6.044742614326789609e-03,6.664701559500026962e-01
6.107877940094578184e-01,-9.302804650242939566e-01,-6.440563826924358692e-03,6.657484791189159923e-01
6.095782186720849483e-01,-9.297107319042491325e-01,-8.697802051573923221e-03,6.650285779752275195e-01
6.119231813587312496e-01,-9.289849517655969224e-01,-6.069898737191728455e-03,6.674586083030407124e-01
6.144356848981130659e-01,-9.294852481575562875e-01,-7.412462357674273750e-04,6.693334815889939726e-01
6.154316692056714944e-01,-9.282713710579060251e-01,-1.597634528125356501e-03,6.708770585720728041e-01
6.170171598174257754e-01,-9.270086553008758390e-01,-2.106871442449857745e-03,6.729548896217684151e-01
6.161708891359158891e-01,-9.262552208574612589e-01,-4.945630598663632027e-03,6.726592443916500352e-01
6.153139386192506555e-01,-9.264058485849112623e-01,-5.486322926199035943e-03,6.718381086571385552e-01
6.153044818720714293e-01,-9.273645357810053058e-01,-2.970381334384805672e-03,6.712838584359162031e-01
6.139173041639871542e-01,-9.281310342462296692e-01,-2.988752664564518768e-03,6.696571835663898131e-01
6.133146150323427470e-01,-9.280783116357556040e-01,-4.001648819613540242e-03,6.691693377361358497e-01
6.130861012365544926e-01,-9.274158574697228818e-01,-5.939980137494672852e-03,6.693492906224030037e-01
6.114933463685969794e-01,-9.275888308612206812e-01,-7.861224915785849920e-03,6.678804871326315951e-01
6.114722106224065312e-01,-9.281086557204771825e-01,-6.522113622826265777e-03,6.675673084594986317e-01
6.123852356533810992e-01,-9.285255733655122246e-01,-3.998363744794466990e-03,6.681164792388823992e-01
6.123592263801687086e-01,-9.287188764692723142e-01,-3.420256806123775362e-03,6.679844838478047331e-01
6.126664934984150657e-01,-9.284365410890961234e-01,-3.674905817804850761e-03,6.684088494001837466e-01
6.118143129246593759e-01,-9.285488624097454347e-01,-4.870219497505143269e-03,6.676121232112818271e-01
6.113524373450035521e-01,-9.286826149274238773e-01,-5.459276650138004949e-03,6.671387780659212563e-01
6.115715310080727107e-01,-9.288123602033655501e-01,-4.975296958050483276e-03,6.672538354406089001e-01
6.119393925658951350e-01,-9.287985868302969239e-01,-4.504749142178937626e-03,6.675781741812822911e-01
6.126483342032166268e-01,-9.286041828441611301e-01,-3.983173423951123782e-03,6.682981300450068218e-01
6.127551329759781673e-01,-9.287500131739923059e-01,-3.658172521934136001e-03,6.683072310149147377e-01
6.125264821311765528e-01,-9.289761664678174435e-01,-3.685357733760663557e-03,6.679824284091767650e-01
6.127529597123287930e-01,-9.288390580458588675e-01,-3.843588719300634893e-03,6.682548638517910033e-01
6.124288122209309293e-01,-9.289016136715348981e-01,-4.383375790916820003e-03,6.679407150394324200e-01
6.131899697675976535e-01,-9.285987948877374443e-01,-4.206915085339421601e-03,6.687667502754937043e-01
6.131855054747388234e-01,-9.285660828948599788e-01,-4.449194739110103047e-03,6.687814766137392120e-01
6.135100148754675242e-01,-9.286807015950461208e-01,-3.898908077889506885e-03,6.689952442484613515e-01
6.137389943648905444e-01,-9.287409460319878685e-01,-3.597292416772188139e-03,6.691577282007692418e-01
6.139257321646862664e-01,-9.286576419662440074e-01,-3.696999047905477620e-03,6.693653697774875067e-01
6.141657421970184716e-01,-9.285705921319371559e-01,-3.761919928024576310e-03,6.696208612063131449e-01
