X,Y,Z,x_park
1.187345642596338291e-01,-1.140146785317364353e+00,5.374863081659089770e-02,1.189067111403433741e-01
1.271553343309163864e-01,-1.139709969895964292e+00,5.634557981907456492e-02,1.273211514375451603e-01
1.352657077561196797e-01,-1.139407243432647876e+00,5.939683706050907785e-02,1.354046186004996544e-01
1.426634249705164281e-01,-1.138972681277737209e+00,6.194901656056031602e-02,1.427894194402801187e-01
1.491773633740630933e-01,-1.138604901661653512e+00,6.420997971154601691e-02,1.492848783787059652e-01
1.561500072497333247e-01,-1.137995500845961239e+00,6.613279114193768016e-02,1.562609470129721900e-01
1.623947645880861324e-01,-1.137256054888621470e+00,6.734313131663766105e-02,1.625325428630658153e-01
1.679973613704403568e-01,-1.136584991790050569e+00,6.847328309936584478e-02,1.681589451718184247e-01
1.743787129404585912e-01,-1.135534260284888131e+00,6.877599003777461195e-02,1.746088912976813678e-01
1.777838361670284750e-01,-1.135052674613678203e+00,6.936245420025570485e-02,1.780387565064756594e-01
1.839991171404920800e-01,-1.133790053989397029e+00,6.892181217773349355e-02,1.843596510137933964e-01
1.885716582651697504e-01,-1.132599421675322571e+00,6.786496359366872566e-02,1.890545650068148897e-01
1.926586743470132257e-01,-1.131638389526972377e+00,6.728139229759881601e-02,1.932366094800168632e-01
1.972832030499975520e-01,-1.130187162264846057e+00,6.553438557451214674e-02,1.980334215666391950e-01
2.011463607271723464e-01,-1.128870673466972452e+00,6.382318235965840636e-02,2.020628372541100615e-01
2.047683669728779798e-01,-1.127349792080338364e+00,6.131145791925984856e-02,2.058958815724692692e-01
2.085472462837267837e-01,-1.125805970663450228e+00,5.887714281882951151e-02,2.098931715196539483e-01
2.116964062473189467e-01,-1.124313069352594008e+00,5.626277303902535443e-02,2.132670147013157880e-01
2.149961741575083241e-01,-1.122651733417693087e+00,5.326730466792914398e-02,2.168261069199503288e-01
2.184436792433766539e-01,-1.120519238583329358e+00,4.904976456439093246e-02,2.206274591640546012e-01
2.215123944777987741e-01,-1.118816396669215951e+00,4.590691415917935725e-02,2.239810594449271608e-01
2.245696797185807170e-01,-1.116908681437649653e+00,4.224049498621647303e-02,2.273703278444084985e-01
2.283354955508173634e-01,-1.114300275809706253e+00,3.710585607134304909e-02,2.316077204941728307e-01
2.312583192593448966e-01,-1.112191902161220103e+00,3.297165291976197898e-02,2.349230365987670377e-01
2.337225043438685979e-01,-1.110392562287913609e+00,2.947594850053567028e-02,2.377293331994248526e-01
2.369086734184150389e-01,-1.107802327807817955e+00,2.433385908511144502e-02,2.414228171587323168e-01
2.403998645233403897e-01,-1.104690566530916795e+00,1.810965368007728948e-02,2.455428337096348668e-01
2.444097958957804628e-01,-1.101107567991063796e+00,1.111879346737143504e-02,2.502976892608851922e-01
2.467514127043121674e-01,-1.098781065398632073e+00,6.521069611557864243e-03,2.531367882434526484e-01
2.494336884380366492e-01,-1.095856341056961503e+00,6.884716940358942550e-04,2.564585906765210477e-01
2.528670700545725403e-01,-1.092342198527035846e+00,-5.945668406739601508e-03,2.606771627264701241e-01
2.561203587553794181e-01,-1.089382565763571620e+00,-1.060051322823023223e-02,2.646061125330889663e-01
2.520284852858843960e-01,-1.089528831883079363e+00,-1.043160441795563942e-02,2.604901653080208268e-01
2.511562940538047961e-01,-1.091101889805618841e+00,-4.788666200745958501e-03,2.592576283758597500e-01
2.558767579817577964e-01,-1.089748175076024284e+00,-3.444300165254654544e-03,2.642776985593499606e-01
2.577994166514812058e-01,-1.089793123591237256e+00,-3.790867698465621993e-04,2.661824713774486040e-01
2.573845264630033047e-01,-1.089803456904149481e+00,4.234419894032226406e-04,2.657668683193901149e-01
2.630079638954129218e-01,-1.085209628347867827e+00,-7.143862059157346511e-03,2.724669334974673673e-01
2.644865845189193765e-01,-1.083353770256916926e+00,-1.046872148517390133e-02,2.743927469197621205e-01
2.610700485178018004e-01,-1.084335944425042886e+00,-9.535912838451246487e-03,2.707433083991935274e-01
2.597698132118865799e-01,-1.085048811415028069e+00,-7.625637126460013682e-03,2.692735909988798748e-01
2.658867233450374901e-01,-1.084408298814305560e+00,-4.554156628930786099e-03,2.755320502745940980e-01
2.643614485155075799e-01,-1.085150597883391743e+00,-2.916087047442381119e-03,2.738307905568188039e-01
2.637514433099135691e-01,-1.085202310585459351e+00,-2.717051605927486846e-03,2.732101053581306171e-01
2.659265853270612046e-01,-1.083898524601212943e+00,-4.342408049559737249e-03,2.756964470800924993e-01
2.677081953221961408e-01,-1.082542694329125421e+00,-6.554469460428626049e-03,2.778064491518379420e-01
2.670770637802322711e-01,-1.082894646041837605e+00,-5.958683713689384709e-03,2.770901730500822668e-01
2.648993340903537108e-01,-1.084088168360947124e+00,-3.991962369630827623e-03,2.746256248184786308e-01
2.640686087784392955e-01,-1.084947873871181301e+00,-1.636379189728282002e-03,2.735880504884355413e-01
2.652334715161843715e-01,-1.084670315303946753e+00,-9.921110751952705309e-04,2.748169182121896759e-01
2.641074883493070291e-01,-1.084480436922249158e+00,-1.820670239723695683e-03,2.737403226115975308e-01
2.633752079444581784e-01,-1.083503620521820032e+00,-4.449433661922491678e-03,2.732466746392178680e-01
2.622679691991373629e-01,-1.083501454687219923e+00,-5.098254596094017876e-03,2.721412527188606933e-01
2.606960018535346979e-01,-1.083934382188451728e+00,-4.891855184030333148e-03,2.704661337717017000e-01
2.605637803097788918e-01,-1.084204500755333811e+00,-4.021894232366318711e-03,2.702691107928483771e-01
2.602423317809535730e-01,-1.084628271334262317e+00,-2.732749070486664711e-03,2.698462821476231288e-01
2.607776568608084489e-01,-1.084605259559539014e+00,-2.023151558941907457e-03,2.703865345937662701e-01
2.614488046000268961e-01,-1.084085877680126986e+00,-2.619150539728082316e-03,2.711818439109057732e-01
2.615713069017615577e-01,-1.083153670890989462e+00,-4.712614143613028106e-03,2.715290690295233955e-01
2.616403577079314813e-01,-1.082931918803681448e+00,-5.129390792723037551e-03,2.716516494618618216e-01
2.613799667869265431e-01,-1.083155704615886172e+00,-4.560217330191879137e-03,2.713372981867421263e-01
2.612817604541437522e-01,-1.083767106061265029e+00,-2.933330271550751989e-03,2.710917458563674720e-01
2.619112028800129610e-01,-1.083812997593387450e+00,-2.301810421817221397e-03,2.717095632984060649e-01
2.626254902168880245e-01,-1.083541080852370886e+00,-2.456375998944632100e-03,2.724888193552623683e-01
2.628271942430246977e-01,-1.083189725875655762e+00,-3.157413086528865209e-03,2.727754392838434572e-01
2.622182162750114065e-01,-1.083234259846175718e+00,-3.385119427952013038e-03,2.721561656117004180e-01
2.624777963816212756e-01,-1.083030584164557997e+00,-3.706755611402309802e-03,2.724648735305281178e-01
2.627191539945626930e-01,-1.083059672966477649e+00,-3.495898264969168889e-03,2.726990147251938112e-01
2.623223692382902761e-01,-1.083727439449344798e+00,-2.114437045145869942e-03,2.721409521459495773e-01
2.621592666313016795e-01,-1.083749356220918614e+00,-2.185297618258932872e-03,2.719727339633459251e-01
2.625229593641370540e-01,-1.083813125660117338e+00,-1.846538672606978793e-03,2.723205752921200040e-01
2.637375052940618692e-01,-1.083389287844424675e+00,-2.217191713426450161e-03,2.736362257556764765e-01
2.639228461235517131e-01,-1.083088514710113692e+00,-2.918605096520893172e-03,2.738944656473017991e-01
2.630655220892570423e-01,-1.083340734648485570e+00,-2.932841835230889926e-03,2.729769052798763918e-01
2.624180834819241914e-01,-1.083604234303618741e+00,-2.964554160505838976e-03,2.722663566472556251e-01
2.623546074234419101e-01,-1.083751477338458002e+00,-2.853383293162467527e-03,2.721673409584239867e-01
2.628298126054156025e-01,-1.083910664052463613e+00,-2.386954500328442030e-03,2.726033933849748014e-01
2.636639295062764288e-01,-1.083829128507213690e+00,-2.245877474742280500e-03,2.734559066157159490e-01
2.643474477032821124e-01,-1.083829296265718334e+00,-2.051348891043136557e-03,2.741380613549793677e-01
2.642938512857406774e-01,-1.083772690145996531e+00,-2.533015225223575473e-03,2.740983515991765040e-01
2.638377024008063954e-01,-1.083917887568327298e+00,-2.802582841831394167e-03,2.736077972332685015e-01
2.642460970569811551e-01,-1.084342807443462231e+00,-1.769717496377623545e-03,2.739120321544153969e-01
2.642466728593095837e-01,-1.084725241643814231e+00,-1.102405534233977247e-03,2.738196699414658930e-01
2.643537063473798132e-01,-1.084883626403495338e+00,-9.680065899528023099e-04,2.738879192898858728e-01
2.643660143777808447e-01,-1.084956089842754157e+00,-1.084717603678897468e-03,2.738825862426514934e-01
2.645629721602200668e-01,-1.085035464996139343e+00,-1.010182047130256389e-03,2.740596491742041674e-01
2.647267341930756857e-01,-1.084938078433078434e+00,-1.365691955913989064e-03,2.742465744287780893e-01
2.653098399708157529e-01,-1.084997853765101494e+00,-1.009392479215096006e-03,2.748132067970551207e-01
2.656400919198572130e-01,-1.085004912013889156e+00,-9.294545452877556180e-04,2.751405771782421406e-01
2.656490636766881130e-01,-1.084992770936158424e+00,-1.080317609720563010e-03,2.751524786715221493e-01
2.657667337678152886e-01,-1.085015642019427684e+00,-1.107888972090256829e-03,2.752641426483118936e-01
2.656858493978443980e-01,-1.085019541946645516e+00,-1.306325674987354746e-03,2.751826005901695238e-01
2.657273877834443465e-01,-1.085180469270638381e+00,-9.923131764951326206e-04,2.751847250969607916e-01
2.657543283321239791e-01,-1.085085130093037975e+00,-1.280264703591313391e-03,2.752348257047614322e-01
2.658519912283603404e-01,-1.085152398032957821e+00,-1.106933603300344626e-03,2.753157067306397643e-01
2.658542563957481120e-01,-1.085126391243917965e+00,-1.182809052913305625e-03,2.753243107077710805e-01
2.658954665042565502e-01,-1.085091782150680251e+00,-1.239967462594998571e-03,2.753738133619492712e-01
2.658619757489120161e-01,-1.085086321995335057e+00,-1.274311669910821454e-03,2.753417813069727882e-01
2.657017639028533829e-01,-1.085064811281015507e+00,-1.424479382009263828e-03,2.751874124315623615e-01
2.656492316835272205e-01,-1.085119708848851561e+00,-1.314906554168104869e-03,2.751216813679598916e-01
2.654980652349836490e-01,-1.085079415244096790e+00,-1.486390375466925540e-03,2.749808904309203328e-01
2.653424941156149464e-01,-1.085131533449461116e+00,-1.427220233221782042e-03,2.748131729469734941e-01
2.652432744414532917e-01,-1.085084939217729083e+00,-1.566564293323913226e-03,2.747256544038075843e-01
2.651168073146635273e-01,-1.085160124978118867e+00,-1.427609178427310943e-03,2.745813187584931203e-01
2.649618149678716894e-01,-1.085198446664957350e+00,-1.416973006875182906e-03,2.744175379844097096e-01
2.649295512933721453e-01,-1.085214876792041983e+00,-1.396820585013253124e-03,2.743813884281992022e-01
2.650081066768058546e-01,-1.085087955312508790e+00,-1.655916711799376717e-03,2.744905602000611844e-01
2.648873226282557614e-01,-1.085126108139050860e+00,-1.626533602591989647e-03,2.743608998411170563e-01
2.648015952165782561e-01,-1.085123345480107249e+00,-1.683170743540407521e-03,2.742761314527093486e-01
2.647657506143071271e-01,-1.085188799300466300e+00,-1.543201632098312182e-03,2.742244892441186854e-01
2.647578169161864947e-01,-1.085288329952342146e+00,-1.307045029450268347e-03,2.741923831245858256e-01
2.647844289284208563e-01,-1.085222037625549696e+00,-1.456378146608067192e-03,2.742350221000251498e-01
2.648968526681922953e-01,-1.085249426329013556e+00,-1.322107952636958350e-03,2.743403985088607167e-01
2.650746939818398595e-01,-1.085136819476081094e+00,-1.490409556136981784e-03,2.745450253379974614e-01
2.651147655699265804e-01,-1.085151613426644346e+00,-1.428601994321709867e-03,2.745813563499517329e-01
2.651187773128282910e-01,-1.085205325279440247e+00,-1.293499228728497985e-03,2.745722778571299538e-01
2.650750740932984462e-01,-1.085122666421400428e+00,-1.522409442585886952e-03,2.745488495126242046e-01
2.623525121626272827e-01,-1.085372377830283952e+00,-3.455324016817293287e-03,2.717738768361764312e-01
2.586150091382176663e-01,-1.085471425307173554e+00,-6.848526365827098394e-03,2.680192197205179538e-01
2.544977129901375701e-01,-1.086055518975079348e+00,-9.480544240294361269e-03,2.637656563541791455e-01
2.545378809250553598e-01,-1.087483223459239312e+00,-7.610349412929928725e-03,2.634715788099334932e-01
2.576644676460437822e-01,-1.087721943403773484e+00,-6.454306641218751639e-03,2.665366241800540825e-01
2.605419966510163499e-01,-1.088339139707933612e+00,-5.269805982938940980e-03,2.692581070177785252e-01
2.605002307817185225e-01,-1.090031228402716268e+00,-3.759454145147042570e-03,2.688137768766017954e-01
2.594947841294525936e-01,-1.092482598190045895e+00,-1.184586156150080338e-03,2.672343216947767330e-01
2.608211151816507978e-01,-1.094088808967167203e+00,-3.828276480531273007e-04,2.681708577887248479e-01
2.619165864329923710e-01,-1.095310216016379457e+00,-2.013021228140163266e-03,2.689669356013013601e-01
2.622888405508411180e-01,-1.097364457037342422e+00,-1.273648524658360648e-03,2.688494213586637982e-01
2.628180662427207492e-01,-1.100150220916158217e+00,1.923389482229587166e-04,2.687148051773541324e-01
2.652817497844314754e-01,-1.102711928272465780e+00,2.708965933384877012e-03,2.705344837347207765e-01
2.746419527243404435e-01,-1.103468150845231976e+00,7.027957845835874906e-03,2.795271821525062705e-01
2.823627194156003717e-01,-1.104263954012996596e+00,1.231550866972502822e-02,2.868664402596469709e-01
2.917802264626424558e-01,-1.107525910868113250e+00,2.671023749895454213e-02,2.951867261216311045e-01
3.011770005392553906e-01,-1.109000963176504762e+00,3.781793361090571293e-02,3.038730820301285274e-01
3.127770123055103046e-01,-1.109220607438223150e+00,4.840864045532750071e-02,3.149468369908791088e-01
3.248806745202986179e-01,-1.109980291688257736e+00,6.204942720243533660e-02,3.262850305236534298e-01
3.342218881658582941e-01,-1.110007324913349303e+00,7.204522382915720669e-02,3.351397159258415193e-01
3.465565274498090820e-01,-1.109576917107299776e+00,8.441922313011918089e-02,3.469052390152637111e-01
3.584041542180178008e-01,-1.108242331710316275e+00,9.412824386784579556e-02,3.584228212641085154e-01
3.708460858722899545e-01,-1.106227016918888140e+00,1.031603957086608403e-01,3.706591577466992748e-01
3.840059043294039021e-01,-1.104386384318006398e+00,1.144469636392343587e-01,3.834612231549255346e-01
3.955887598496766744e-01,-1.103043331902548552e+00,1.265059332008540149e-01,3.945911182746145718e-01
4.071156881111447357e-01,-1.101258115266156246e+00,1.377073089614126167e-01,4.057692722429236953e-01
4.187460045192691882e-01,-1.099622255915112312e+00,1.505535550743400397e-01,4.169456310734785953e-01
4.291550727120089781e-01,-1.097906607831141912e+00,1.620438210122578937e-01,4.269955205839729984e-01
4.383082362643596075e-01,-1.096289305453156837e+00,1.724857093887555148e-01,4.358412134853438258e-01
4.486147140412115597e-01,-1.094050440345638364e+00,1.830102967418592297e-01,4.459210328641545207e-01
4.585736415358254159e-01,-1.091652591838453201e+00,1.928181962443128727e-01,4.557190982430825987e-01
4.678667264615245514e-01,-1.089162986634917729e+00,2.017036344973377471e-01,4.649337219886083838e-01
4.770844578951753401e-01,-1.086734001314582088e+00,2.109652610256560479e-01,4.740367632267275533e-01
4.868848821260324256e-01,-1.083815877061719224e+00,2.200423923287274097e-01,4.838229298438727066e-01
4.941610662465560910e-01,-1.081926758393101373e+00,2.287442919830146582e-01,4.909631365819620008e-01
5.011306305923122206e-01,-1.080004901824622277e+00,2.370481070781772504e-01,4.978332979047814799e-01
5.070979111254773075e-01,-1.078035227566647380e+00,2.426212766809647814e-01,5.038372838982431157e-01
5.154200804449768913e-01,-1.075413355994980336e+00,2.510049600972225625e-01,5.121458718806118915e-01
5.201771426421808453e-01,-1.073730541122045024e+00,2.553575675450382443e-01,5.169646056337188211e-01
5.282576577949973373e-01,-1.070914176261453132e+00,2.629618210169331061e-01,5.251215525726646849e-01
5.345290441013572647e-01,-1.068606315250651750e+00,2.685875640471382386e-01,5.314947899034108136e-01
5.398153995375178926e-01,-1.066557803783539038e+00,2.729713758156093184e-01,5.369055189921364546e-01
5.450860178442246129e-01,-1.064448388824401182e+00,2.771632930494612457e-01,5.423243624988911549e-01
5.513905849500267964e-01,-1.061958022405463442e+00,2.825881657229092903e-01,5.487854682526561723e-01
5.563295044090343922e-01,-1.059861615995408846e+00,2.862221059163275738e-01,5.539065224517170094e-01
5.617742891789667681e-01,-1.057478886866848322e+00,2.899324086258938116e-01,5.595798792103725550e-01
5.673180454101678372e-01,-1.054947503570075273e+00,2.932540161769151554e-01,5.653997070274879855e-01
5.720793317813940293e-01,-1.052738346906254563e+00,2.960223005340207325e-01,5.704110497464487395e-01
5.782133895110004307e-01,-1.049814701621471169e+00,2.991949294427244110e-01,5.768989038954874804e-01
5.827466918780533911e-01,-1.047529394378695411e+00,3.007465493317459382e-01,5.817488379357605988e-01
5.878229601367231938e-01,-1.044950024974873104e+00,3.026472649918326430e-01,5.871872017058771265e-01
5.930189761195587828e-01,-1.042213167270221730e+00,3.042089038644175125e-01,5.927972617405938838e-01
5.976257833715189483e-01,-1.039744559235418642e+00,3.055443322837699260e-01,5.977897222900874219e-01
6.029725205470402027e-01,-1.036775276221000741e+00,3.064968768043802583e-01,6.036324555133789627e-01
6.075694667833780871e-01,-1.034213557223266466e+00,3.074262433596224309e-01,6.086591815763919833e-01
6.126118161668645534e-01,-1.031325568565147899e+00,3.081216140936629544e-01,6.142098731485530205e-01
6.177086261201180095e-01,-1.028270633697927261e+00,3.080745610021832781e-01,6.198864232950729303e-01
6.228042736916780120e-01,-1.025145386372612544e+00,3.077272584248957887e-01,6.255968436672227906e-01
6.272814830335995406e-01,-1.022375775955263189e+00,3.074130991639235644e-01,6.306262424522400822e-01
6.323434471259116174e-01,-1.019153319504342292e+00,3.066515296350253994e-01,6.363585937138503956e-01
6.373169539735921152e-01,-1.015938801642594091e+00,3.058104908023618895e-01,6.420159820512354454e-01
6.422117500715331939e-01,-1.012679439128235659e+00,3.045158122409362678e-01,6.476335590707578138e-01
6.465750313250121506e-01,-1.009731075988812288e+00,3.032542712062268886e-01,6.526643031450062304e-01
6.516040728428630358e-01,-1.006280549758144849e+00,3.017190866057268828e-01,6.584911600907841223e-01
6.564078593509306003e-01,-1.002779626912374766e+00,2.990298556932571294e-01,6.641658156026716275e-01
6.593280506987726497e-01,-1.000576658876386027e+00,2.970205136282720315e-01,6.676561465617529834e-01
6.652422943099960406e-01,-9.961665884055828091e-01,2.936561756051457861e-01,6.747017705330419224e-01
6.700333026109285273e-01,-9.925337823508093571e-01,2.908621849948230809e-01,6.804448977271626564e-01
6.742125370764673331e-01,-9.892235308761134771e-01,2.877282975489968697e-01,6.855334515113694627e-01
6.788882870498007538e-01,-9.854326173333599614e-01,2.839864451773207454e-01,6.912778621138263579e-01
6.833166038622254801e-01,-9.816744322892321239e-01,2.796727623003020247e-01,6.968143232981307555e-01
6.877396161222705251e-01,-9.778471955327528997e-01,2.752558917530003590e-01,7.023898379843452888e-01
6.916492251482705411e-01,-9.743575400111608165e-01,2.710063329357870754e-01,7.073819424630637398e-01
6.961801295968697012e-01,-9.702942327463816019e-01,2.662930027072617500e-01,7.131841278074378954e-01
7.005739115523921257e-01,-9.661186130352020784e-01,2.607767922169463848e-01,7.189494542773268160e-01
7.047786453121346328e-01,-9.620889831528944836e-01,2.556620099542387115e-01,7.244930948007742844e-01
7.083797248754479803e-01,-9.584856768798476478e-01,2.507532523553226422e-01,7.293334950260269567e-01
7.125399461520405264e-01,-9.541076930158968183e-01,2.443564990504803469e-01,7.350570105484335315e-01
7.166538608936569021e-01,-9.496786216292473215e-01,2.379422190248727809e-01,7.407843626676411386e-01
7.202368981074210863e-01,-9.457205271132750335e-01,2.321991052655079657e-01,7.458396760873252651e-01
7.241215034266758055e-01,-9.411160478795979056e-01,2.249213871455885694e-01,7.515141739343405014e-01
7.279770196565535922e-01,-9.364948519396639748e-01,2.178797438818455556e-01,7.571886466615114220e-01
7.312915506596082693e-01,-9.323127858229651732e-01,2.112727333921117223e-01,7.622016365560122519e-01
7.350729036712123632e-01,-9.273714593929444083e-01,2.034420611911884891e-01,7.680359276615393860e-01
