t,Hip_pos_msr,Hip_vel_msr,Hip_tau_msr,Knee_pos_msr,Knee_vel_msr,Knee_tau_msr,Hip_pos_des,Hip_vel_des,Hip_tau_des,Knee_pos_des,Knee_vel_des,Knee_tau_des,phase::i,base_height_msr::i,base_height_est::i
0.0,1.4307407162765484,0.6383939962895416,0.0,-2.1107656160317507,-0.693821925931008,0.0,0.0,0.0,15.859527305117604,0.0,0.0,-19.225347813290064,STAGING,6.92908147288765e-310,6.92908147288607e-310
0.007725715637207031,1.435534406238691,0.8125016115419971,0.0,-2.1166457508829692,-0.9751693010413404,0.0,0.0,0.0,-0.0701387728112913,0.0,0.0,0.1184536939611957,STAGING,6.92908147288765e-310,6.92908147288607e-310
0.015419483184814453,1.4422614887343932,0.8856766334268048,-0.12420158833265305,-2.1261372570080117,-1.211098617175784,0.14000748097896576,0.0,0.0,-0.1751016469705963,0.0,0.0,0.3120485951773286,STAGING,4.36351664e-316,4.3638771e-316
0.023112773895263672,1.4472149995708596,0.5248452442196725,-0.175716832280159,-2.136092215580566,-1.180818225910231,0.3039299547672272,0.0,0.0,-0.2710520609887628,0.0,0.0,0.5154368083699326,STAGING,4.36351664e-316,4.3638771e-316
0.030828475952148438,1.4519128157337593,0.633346765069245,-0.30452942848205566,-2.144129698168263,-0.8855927438524672,0.5315535664558411,0.0,0.0,-0.21729126342775398,0.0,0.0,0.5898912398901441,STAGING,-1.0090313480666393,-0.19321230919630714
0.03852128982543945,1.457617306788709,0.8881997809031676,-0.26207435131073,-2.150976622913019,-0.867929681623599,0.5912366509437561,0.0,0.0,-0.301517697474522,0.0,0.0,0.5146158421505371,STAGING,-1.0197658091044068,-0.20394677023407473
0.04621434211730957,1.4633057876681994,0.5879272548786217,-0.28928419947624207,-2.1563775760215376,-0.7203170342214743,0.4215962290763855,0.0,0.0,-0.440723003829146,0.0,0.0,0.5674066337389052,STAGING,-1.0305002701421744,-0.2146812312718422
0.053907155990600586,1.4650315160545706,0.15139691218622836,-0.48588916659355164,-2.1616746034297054,-0.755642737358804,0.5638164281845093,0.0,0.0,-0.4132145356961763,0.0,0.0,0.5422088880145104,STAGING,-1.041234731179942,-0.22541569230960978
0.0615999698638916,1.4669010551398063,0.4516693328806726,-0.396491140127182,-2.168153949526192,-0.7707825116711737,0.5553247332572937,0.0,0.0,-0.30123844513854137,0.0,0.0,0.607544986256686,STAGING,-1.0519691922177095,-0.23615015334737724
0.06929254531860352,1.4740277366346963,0.8957695978392848,-0.2929884195327759,-2.173938397831682,-0.7619509805567396,0.5563382506370544,0.0,0.0,-0.41188510128446715,0.0,0.0,0.6734289882812511,STAGING,-1.062703653255477,-0.24688461438514478
0.07698535919189453,1.4773673094327366,0.21195651267952656,-0.3826318681240082,-2.1786202974458795,-0.5550408096433175,0.6225713491439819,0.0,0.0,-0.6235086772158412,0.0,0.0,0.7210732574734426,STAGING,-1.0734381142932445,-0.25761907542291235
0.08467841148376465,1.4760570029674986,-0.1715846082162281,-0.6254286766052246,-2.183325978256373,-0.4200443209434142,0.6602610349655151,0.0,0.0,-0.45510005244635726,0.0,0.0,0.6597552685445093,STAGING,-1.0841725753310119,-0.26835353646067994
0.09241890907287598,1.47778273135387,0.24980606549389725,-0.3956344425678253,-2.1863220344827123,-0.32415926308302356,0.6704707741737366,0.0,0.0,-0.32562434506001287,0.0,0.0,0.6346081514890011,STAGING,-1.0949070363687794,-0.2790879974984473
0.1001131534576416,1.4780064993032747,-0.11607213361312474,-0.2626711428165436,-2.1881996254690566,-0.2875715882937948,0.6551963090896606,0.0,0.0,-0.47102455942313604,0.0,0.0,0.6136301285958581,STAGING,-1.105641497406547,-0.28982245853621497
0.10780620574951172,1.4761688869422012,-0.22205060061309143,-0.5084474086761475,-2.189222216909809,-0.15257525173737183,0.5881732702255249,0.0,0.0,-0.36372254713448005,0.0,0.0,0.6122346100783416,STAGING,-1.1163759584443145,-0.3005569195739824
0.11549925804138184,1.4760890233184176,0.3027952755871913,-0.35659661889076233,-2.190548533550506,-0.19673298923295493,0.5932672023773193,0.0,0.0,-0.3117152710626816,0.0,0.0,0.5539397647669001,STAGING,-1.127110419482082,-0.3112913806117501
0.12319207191467285,1.4768239933614415,-0.06308279478303967,-0.29156234860420227,-2.192865421281037,-0.22448922653450662,0.5885902643203735,0.0,0.0,-0.4682905340611475,0.0,0.0,0.5879554832809681,STAGING,-1.1378448805198496,-0.3220258416495174
0.13088488578796387,1.4753379494731773,-0.29774951898831864,-0.4656640291213989,-2.1941438010221135,-0.06930642279927046,0.6139326095581055,0.0,0.0,-0.36661178342334133,0.0,0.0,0.6226855915065216,STAGING,-1.148579341557617,-0.33276030268728507
0.13857769966125488,1.473612221086806,-0.2371904919589075,-0.36534613370895386,-2.1940799475737895,0.056858441159441574,0.6452299952507019,0.0,0.0,-0.27986528339085104,0.0,0.0,0.5565996073085917,STAGING,-1.1593138025953846,-0.3434947637250526
0.14629769325256348,1.4715350178543822,-0.12111879136953424,-0.31123238801956177,-2.1939200330727084,-0.026410399482004424,0.5492357611656189,0.0,0.0,-0.27904997924958885,0.0,0.0,0.4929424942943203,STAGING,-1.1700482636331522,-0.35422922476282004
0.1539907455444336,1.4715190076789226,-0.2069109667408573,-0.2615409195423126,-2.194207654470437,-0.08318457070840789,0.5340912938117981,0.0,0.0,-0.2910222538697405,0.0,0.0,0.5331376841053134,STAGING,-1.1807827246709197,-0.3649636858005878
