time,phase,pitch_pos,yaw_pos,Hip,Knee,pitch_vel,yaw_vel,Hip_vel,Knee_vel
0.000000000000000000e+00,STAGING,-0.000000000000000000e+00,-0.000000000000000000e+00,1.430804569724872355e+00,-2.109910616486159185e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.046649330001369282e-01,-6.862665275154802291e-01
7.693052291870117188e-03,STAGING,-8.269115180999930814e-04,-3.235740723002145103e-04,1.437531745847331566e+00,-2.116797613482941820e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.143059397423463963e+00,-1.082423619859942177e+00
1.538610458374023438e-02,STAGING,-1.905491759099986471e-03,-5.692506827501553346e-04,1.446208324678809554e+00,-2.126696583254766626e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.939126502586118184e-01,-1.363770807716760292e+00
2.310156822204589844e-02,STAGING,-2.504703004099995134e-03,-6.171875823501871139e-04,1.449675791627011767e+00,-2.134494381344356650e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.516759803804247797e-01,-1.119010615855182023e+00
3.079438209533691406e-02,STAGING,-3.966778441899965202e-03,-6.471481445999849313e-04,1.454916830234449732e+00,-2.142427938231702633e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.797045330463190371e-01,-8.944366336988350819e-01
3.848719596862792969e-02,STAGING,-4.937500658799998110e-03,-9.647301044499734246e-04,1.463082113345551605e+00,-2.149163072628513138e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.932526297288886363e-01,-8.174760011452907316e-01
4.621362686157226562e-02,STAGING,-5.824333301399975404e-03,-1.180446152650116431e-03,1.466901055139806287e+00,-2.154691732633679635e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.330804886307337509e-01,-7.695331562247903490e-01
5.390667915344238281e-02,STAGING,-6.267749622699991807e-03,-1.252351502050164100e-03,1.469905163267253734e+00,-2.160452212489358814e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.289659209981526167e-01,-7.594394427982537055e-01
6.159949302673339844e-02,STAGING,-7.070692690999968999e-03,-1.378185863500025476e-03,1.474634906154315361e+00,-2.166300514243173048e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.945717345207642501e-01,-7.821494553671474170e-01
6.930232048034667969e-02,STAGING,-7.813714634799961978e-03,-1.557949237000144649e-03,1.478246183801381841e+00,-2.172300491343445383e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.709296903447654170e-01,-7.455612890374440083e-01
7.699489593505859375e-02,STAGING,-8.125304482199946499e-03,-1.695767823350013970e-03,1.480898629829262791e+00,-2.177094181305587739e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.466287491601282356e-01,-6.168732307889904787e-01
8.468770980834960938e-02,STAGING,-8.388957429999954751e-03,-1.941444433799954794e-03,1.482512567867688924e+00,-2.181376669174111438e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.791594107771592725e-01,-5.575758009044501362e-01
9.238076210021972656e-02,STAGING,-8.532768128799994578e-03,-2.193113156700121635e-03,1.483886727781250636e+00,-2.184037167103100696e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.589047650895621278e-02,-1.639414113092549641e-01
1.000735759735107422e-01,STAGING,-8.748484176999971051e-03,-2.402837092450038625e-03,1.484030538480114902e+00,-2.185051706642744840e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.055393607449529453e-02,-1.071671757144560255e-01
1.077663898468017578e-01,STAGING,-8.916263325599971257e-03,-2.648513702899979450e-03,1.483583096208062724e+00,-2.185810832389093239e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.262163440459214588e-02,-1.689879169221842337e-01
1.154592037200927734e-01,STAGING,-8.712531502299947217e-03,-2.834269188850324639e-03,1.483599106383522104e+00,-2.187336761275870956e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.892524220030178117e-01,-2.610882301613411949e-01
1.231520175933837891e-01,STAGING,-8.616657703099994681e-03,-2.996056225000209849e-03,1.481873377997150687e+00,-2.188415341517352619e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.062457499261165617e-01,-1.336616520243120998e-01
